total,limit,start,data
471,700,0,"{'parkCode': 'alka', 'isFeeFreePark': False, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'alpo', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'amch', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'amis', 'isFeeFreePark': True, 'isInteragencyPassAccepted': True, 'cashless': 'Yes', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': 'https://www.nps.gov/amis/planyourvisit/fees.htm', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'amme', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': 'Yes', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'anac', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'anch', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': True, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'ande', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'ania', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'anjo', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': 'Yes', 'feesAtWorkUrl': '', 'entranceFeeDescription': 'There are no entrance fees for the site. Tickets are required for the Homestead tours to control group size, but they are free of charge on a first come, first served basis.', 'entrancePassDescription': 'Free. No entrance pass required.', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'anti', 'isFeeFreePark': False, 'isInteragencyPassAccepted': True, 'cashless': 'No', 'feesAtWorkUrl': 'https://www.nps.gov/anti/learn/management/yourdollarsatwork.htm', 'entranceFeeDescription': 'Antietam National Battlefield charges an entrance fee. We accept all Interagency Passes and the passes are available for purchase at the park visitor center upon arrival.', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [{'entranceFeeType': 'Entrance - Private Vehicle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/75816', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '20.00', 'timedEntryShortDescription': '', 'description': 'Personal Vehicle/Family: $20.00 for three days', 'informationUrl': '', 'id': 'BE767ADF-66E3-4A4C-9C65-A53E6A349B8B', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Per Person', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/75816', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '10.00', 'timedEntryShortDescription': '', 'description': 'Individual: $10.00 for three days. This fee admits one individual in a vehicle and also includes hikers, bicyclists or pedestrians. Youth 15 and under are admitted free of charge.', 'informationUrl': '', 'id': 'A5E572F3-10A9-49DB-8F39-7B6CBCD7CE8D', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Motorcycle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/75816', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '15.00', 'timedEntryShortDescription': '', 'description': 'Motorcycle: $15.00 This fee admits one individual on a private, non-commercial motorcycle for three days.', 'informationUrl': '', 'id': '96BE546E-E875-4FE3-A23D-9747D88EE0D4', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Motor Coach', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '100.00', 'timedEntryShortDescription': '', 'description': '$100 Motor Coach/Commercial Tour Groups with 26 or more people', 'informationUrl': '', 'id': '18567A2E-FB7B-4533-A42C-50867ED1AE13', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Mini-bus', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '40.00', 'timedEntryShortDescription': '', 'description': '$40 per passenger bus with 16-25 people', 'informationUrl': '', 'id': '6AEED6F7-4FBA-4F3D-B361-2055E5AE8BB3', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Commercial Entrance - Sedan', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '25.00', 'timedEntryShortDescription': '', 'description': '$25 per passenger bus/sedan with 1-6 people', 'informationUrl': '', 'id': 'F79BDB14-0409-4241-8D6E-4106DD6CC55B', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Education/Academic Groups', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': '', 'recGovPurchaseUrl': '', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '0.00', 'timedEntryShortDescription': '', 'description': 'To request an Academic Fee Waiver for your group, click on the link for further details.', 'informationUrl': 'https://www.nps.gov/anti/planyourvisit/academic-fee-waivers.htm', 'id': '8C02F7AE-0D9E-457D-9F57-C38155EE8A93', 'npsGovPurchaseUrl': ''}], 'passes': []}"
471,700,0,"{'parkCode': 'apco', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'apis', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': 'Apostle Islands National Lakeshore does not have an entrance fee. However, there are fees for camping, docking, interpretive programs, parking at some locations, and for special recreation permits.', 'entrancePassDescription': '', 'isParkingFeePossible': True, 'parkingDetailsUrl': 'https://www.nps.gov/apis/planyourvisit/fees.htm', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'appa', 'isFeeFreePark': False, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [], 'passes': []}"
471,700,0,"{'parkCode': 'arch', 'isFeeFreePark': False, 'isInteragencyPassAccepted': True, 'cashless': 'Depends on Location', 'feesAtWorkUrl': 'https://www.nps.gov/arch/learn/management/yourdollarsatwork.htm', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': False, 'parkingDetailsUrl': '', 'fees': [{'entranceFeeType': 'Timed Entry Reservation - Park', 'startDate': {'month': 4, 'holiday': None, 'day': 1}, 'paymentDescription': 'Purchase a One-day Vehicle Personal Timed Entry Ticket from Recreation.gov, either online or by calling 800-777-4777.', 'recGovPurchaseUrl': 'https://www.recreation.gov/timed-entry/10088426', 'timedEntryLocation': '', 'endDate': {'month': 10, 'holiday': None, 'day': 31}, 'exceptions': 'Timed entry tickets are not required for those with camping, backcountry, Fiery Furnace, or special use permits; nor those with concessions contracts, commercial use authorizations, or academic fee waivers.', 'payGovPurchaseUrl': '', 'cost': '2.00', 'timedEntryShortDescription': 'Required to enter the park', 'description': 'From April 1 through October 31, 2023, visitors entering the park in a vehicle between 7 am and 4 pm will need to have already purchased a Timed Entry Ticket from Recreation.gov before reaching the park. One ticket is needed per vehicle. This fee is a Recreation.gov service charge, so it is not waived by any of the interagency passes.', 'informationUrl': '', 'id': '1533D69E-9292-4F61-BABF-6A412ED3DA2C', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Private Vehicle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': 'Pay the park entrance fee at the entrance booth upon arrival, or ahead of time through Recreation.gov', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/74330', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '30.00', 'timedEntryShortDescription': '', 'description': 'Admits one private, non-commercial vehicle (15 passenger capacity or less) and all its occupants.', 'informationUrl': '', 'id': '2FF411BD-89C9-45D8-8D22-742296A725F4', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Motorcycle', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': 'Pay the park entrance fee at the entrance booth upon arrival or ahead of time at Recreation.gov', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/74330', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '25.00', 'timedEntryShortDescription': '', 'description': 'Admits one private, non-commercial motorcycle and its riders', 'informationUrl': '', 'id': 'A497A680-D336-429B-B722-543E78A74CDF', 'npsGovPurchaseUrl': ''}, {'entranceFeeType': 'Entrance - Per Person', 'startDate': {'month': 1, 'holiday': None, 'day': 1}, 'paymentDescription': 'Pay the park entrance fee at the entrance booth upon arrival or ahead of time at Recreation.gov.', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/74330', 'timedEntryLocation': '', 'endDate': {'month': 12, 'holiday': None, 'day': 31}, 'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '15.00', 'timedEntryShortDescription': '', 'description': 'Admits one individual with no car. Typically used for bicyclists, hikers, and pedestrians. Youth 15 and under are admitted free.', 'informationUrl': '', 'id': 'C2E9F733-7E7A-4C39-959C-A168FF921E7D', 'npsGovPurchaseUrl': ''}], 'passes': [{'exceptions': '', 'payGovPurchaseUrl': '', 'cost': '55.00', 'image': [{'credit': 'NPS Photo', 'title': 'Southeast Utah Group Parks Annual Pass', 'altText': 'park pass with image of raven silhouette perched among rock features, NPS black bar and logo', 'caption': 'Southeast Utah Group Parks 2023 Annual Pass', 'url': 'https://www.nps.gov/common/uploads/entrance_pass/A701D303-DE99-EF68-07BE755E5A300A15.jpg'}], 'description': 'Valid for one year through the month of purchase. Admits one (1) private, non-commercial vehicle or its pass holder to Arches and Canyonlands national parks, and Natural Bridges and Hovenweep national monuments.', 'paymentDescription': 'Passes sold at the park entrance station upon arrival or in advance through Recreation.gov.', 'category': 'Annual Entrance - Park', 'informationUrl': '', 'recGovPurchaseUrl': 'https://www.recreation.gov/sitepass/74330', 'id': 'B94F7638-0C3A-4CD8-90AD-BFA1C0F814B1', 'npsGovPurchaseUrl': ''}]}"
471,700,0,"{'parkCode': 'arho', 'isFeeFreePark': True, 'isInteragencyPassAccepted': False, 'cashless': '', 'feesAtWorkUrl': '', 'entranceFeeDescription': '', 'entrancePassDescription': '', 'isParkingFeePossible': True, 'parkingDetailsUrl': 'https://www.arlingtoncemetery.mil/Visit/Parking', 'fees': [], 'passes': []}"
